Year,Make,Model,Trim,Base Curb Weight (lbs)
2008,Nissan,Rogue,AWD 4-DoorS,3426
2008,Nissan,Rogue,FWD 4-DoorSLw/CAEmissions,3299
2008,Nissan,Rogue,FWD 4-DoorSw/CAEmissions,3267
2008,Nissan,Rogue,FWD 4-DoorSL,3299
2008,Nissan,Rogue,FWD 4-DoorS,3267
2008,Nissan,Rogue,AWD 4-DoorSLw/CAEmissions,3460
2008,Nissan,Rogue,AWD 4-DoorSw/CAEmissions,3426
2008,Nissan,Rogue,AWD 4-DoorSL,3460
2007,Nissan,Armada,2WD4-DoorLEFFV,5256
2007,Nissan,Armada,4WD4-DoorSE,5458
2007,Nissan,Armada,4WD4-DoorLE,5538
2007,Nissan,Armada,4WD4-DoorSEFFV,5458
2007,Nissan,Armada,4WD4-DoorLEFFV,5538
2007,Nissan,Armada,2WD4-DoorSE,5168
2007,Nissan,Armada,2WD4-DoorLE,5256
2007,Nissan,Armada,2WD4-DoorSEFFV,5168
2006,Nissan,Armada,LE2WD,5256
2006,Nissan,Armada,SEOff-Road4WD,5493
2006,Nissan,Armada,SE4WD,5458
2006,Nissan,Armada,LE4WD,5538
2006,Nissan,Armada,SE2WD,5168
2005,Nissan,Armada,LE2WD,5256
2005,Nissan,Armada,SEOff-Road4WD,5493
2005,Nissan,Armada,SE4WD,5458
2005,Nissan,Armada,LE4WD,5538
2005,Nissan,Armada,SE2WD,5168
2004,Nissan,Armada,LE2WD,5051
2004,Nissan,Armada,SEOff-Road4WD,5290
2004,Nissan,Armada,SE4WD,5290
2004,Nissan,Armada,LE4WD,5328
2004,Nissan,Armada,SEOff-Road2WD,5013
2004,Nissan,Armada,SE2WD,5013
2019,Nissan,Pathfinder,4x4Platinum,4662
2019,Nissan,Pathfinder,FWD SV,4308
2019,Nissan,Pathfinder,FWD SL,4349
2019,Nissan,Pathfinder,FWD S,4293
2019,Nissan,Pathfinder,FWD Platinum,4525
2019,Nissan,Pathfinder,4x4SV,4448
2019,Nissan,Pathfinder,4x4SL,4489
2019,Nissan,Pathfinder,4x4S,4433
2018,Nissan,Pathfinder,4x4Platinum,4662
2018,Nissan,Pathfinder,FWD SV,4308
2018,Nissan,Pathfinder,FWD SL,4349
2018,Nissan,Pathfinder,FWD S,4293
2018,Nissan,Pathfinder,FWD Platinum,4525
2018,Nissan,Pathfinder,4x4SV,4448
2018,Nissan,Pathfinder,4x4SL,4489
2018,Nissan,Pathfinder,4x4S,4433
2016,Nissan,Pathfinder,2WD4-DoorPlatinum,4345
2016,Nissan,Pathfinder,4WD4-DoorSV,4330
2016,Nissan,Pathfinder,4WD4-DoorSL,4364
2016,Nissan,Pathfinder,4WD4-DoorS,4309
2016,Nissan,Pathfinder,4WD4-DoorPlatinum,4486
2016,Nissan,Pathfinder,2WD4-DoorSV,4189
2016,Nissan,Pathfinder,2WD4-DoorSL,4223
2016,Nissan,Pathfinder,2WD4-DoorS,4168
2015,Nissan,Pathfinder,2WD4-DoorPlatinum,4345
2015,Nissan,Pathfinder,4WD4-DoorSV,4330
2015,Nissan,Pathfinder,4WD4-DoorSL,4364
2015,Nissan,Pathfinder,4WD4-DoorS,4309
2015,Nissan,Pathfinder,4WD4-DoorPlatinum,4486
2015,Nissan,Pathfinder,2WD4-DoorSV,4189
2015,Nissan,Pathfinder,2WD4-DoorSL,4223
2015,Nissan,Pathfinder,2WD4-DoorS,4168
2014,Nissan,Pathfinder,2WD4-DoorPlatinum,4345
2014,Nissan,Pathfinder,4WD4-DoorSVHybrid,4558
2014,Nissan,Pathfinder,4WD4-DoorSV,4330
2014,Nissan,Pathfinder,4WD4-DoorSLHybrid,4592
2014,Nissan,Pathfinder,4WD4-DoorSL,4364
2014,Nissan,Pathfinder,4WD4-DoorS,4309
2014,Nissan,Pathfinder,4WD4-DoorPlatinumHybrid,4714
2014,Nissan,Pathfinder,4WD4-DoorPlatinum,4486
2014,Nissan,Pathfinder,2WD4-DoorSVHybrid,4417
2014,Nissan,Pathfinder,2WD4-DoorSV,4189
2014,Nissan,Pathfinder,2WD4-DoorSLHybrid,4451
2014,Nissan,Pathfinder,2WD4-DoorSL,4223
2014,Nissan,Pathfinder,2WD4-DoorS,4168
2014,Nissan,Pathfinder,2WD4-DoorPlatinumHybrid,4573
2013,Nissan,Pathfinder,2WD4-DoorPlatinum,4366
2013,Nissan,Pathfinder,4WD4-DoorSV,4347
2013,Nissan,Pathfinder,4WD4-DoorSL,4381
2013,Nissan,Pathfinder,4WD4-DoorS,4326
2013,Nissan,Pathfinder,4WD4-DoorPlatinum,4507
2013,Nissan,Pathfinder,2WD4-DoorSV,4206
2013,Nissan,Pathfinder,2WD4-DoorSL,4240
2013,Nissan,Pathfinder,2WD4-DoorS,4185
2012,Nissan,Pathfinder,2WD4-DoorV6LE,4676
2012,Nissan,Pathfinder,4WD4-DoorV8LE,5051
2012,Nissan,Pathfinder,4WD4-DoorV6SV,4784
2012,Nissan,Pathfinder,4WD4-DoorV6SilverEdition,4843
2012,Nissan,Pathfinder,4WD4-DoorV6S,4645
2012,Nissan,Pathfinder,4WD4-DoorV6LE,4935
2012,Nissan,Pathfinder,2WD4-DoorV6SV,4564
2012,Nissan,Pathfinder,2WD4-DoorV6SilverEdition,4621
2012,Nissan,Pathfinder,2WD4-DoorV6S,4427
2011,Nissan,Pathfinder,2WD4-DoorV6LE,4676
2011,Nissan,Pathfinder,4WD4-DoorV8LE,5051
2011,Nissan,Pathfinder,4WD4-DoorV6SV,4784
2011,Nissan,Pathfinder,4WD4-DoorV6Silver,4843
2011,Nissan,Pathfinder,4WD4-DoorV6S,4645
2011,Nissan,Pathfinder,4WD4-DoorV6LE,4935
2011,Nissan,Pathfinder,2WD4-DoorV6SV,4564
2011,Nissan,Pathfinder,2WD4-DoorV6Silver,4621
2011,Nissan,Pathfinder,2WD4-DoorV6S,4427
2010,Nissan,Pathfinder,2WD4-DoorV6LE,4678
2010,Nissan,Pathfinder,4WD4-DoorV8LE,5107
2010,Nissan,Pathfinder,4WD4-DoorV6SE,4801
2010,Nissan,Pathfinder,4WD4-DoorV6S,4665
2010,Nissan,Pathfinder,4WD4-DoorV6LE,4934
2010,Nissan,Pathfinder,2WD4-DoorV6SE,4583
2010,Nissan,Pathfinder,2WD4-DoorV6SFE+,4446
2009,Nissan,Pathfinder,2WD4-DoorV6LE,4678
2009,Nissan,Pathfinder,4WD4-DoorV8LE,5107
2009,Nissan,Pathfinder,4WD4-DoorV6SEOffRoad,4801
2009,Nissan,Pathfinder,4WD4-DoorV6SE,4801
2009,Nissan,Pathfinder,4WD4-DoorV6S,4665
2009,Nissan,Pathfinder,4WD4-DoorV6LE,4934
2009,Nissan,Pathfinder,2WD4-DoorV6SE,4583
2009,Nissan,Pathfinder,2WD4-DoorV6S,4446
2008,Nissan,Pathfinder,2WD4-DoorV6LE,4678
2008,Nissan,Pathfinder,4WD4-DoorV8SE,5020
2008,Nissan,Pathfinder,4WD4-DoorV8LE,5107
2008,Nissan,Pathfinder,4WD4-DoorV6SEOffRoad,4848
2008,Nissan,Pathfinder,4WD4-DoorV6SE,4801
2008,Nissan,Pathfinder,4WD4-DoorV6S,4446
2008,Nissan,Pathfinder,4WD4-DoorV6LE,4934
2008,Nissan,Pathfinder,2WD4-DoorV8SE,4779
2008,Nissan,Pathfinder,2WD4-DoorV8LE,4866
2008,Nissan,Pathfinder,2WD4-DoorV6SE,4583
2008,Nissan,Pathfinder,2WD4-DoorV6S,4446
2007,Nissan,Pathfinder,2WD4-DoorLE,4573
2007,Nissan,Pathfinder,4WD4-DoorSEOffRoad,4697
2007,Nissan,Pathfinder,4WD4-DoorSE,4693
2007,Nissan,Pathfinder,4WD4-DoorS,4586
2007,Nissan,Pathfinder,4WD4-DoorLE,4815
2007,Nissan,Pathfinder,2WD4-DoorSE,4483
2007,Nissan,Pathfinder,2WD4-DoorS,4376
2006,Nissan,Pathfinder,LE2WD,4573
2006,Nissan,Pathfinder,SEOffRoad4WD,4697
2006,Nissan,Pathfinder,SE4WD,4693
2006,Nissan,Pathfinder,S4WD,4586
2006,Nissan,Pathfinder,LE4WD,4815
2006,Nissan,Pathfinder,SE2WD,4483
2006,Nissan,Pathfinder,S2WD,4376
2005,Nissan,Pathfinder,LE2WD,4573
2005,Nissan,Pathfinder,XE4WD,4586
2005,Nissan,Pathfinder,SEOffRoad4WD,4697
2005,Nissan,Pathfinder,SE4WD,4693
2005,Nissan,Pathfinder,LE4WD,4815
2005,Nissan,Pathfinder,XE2WD,4376
2005,Nissan,Pathfinder,SEOffRoad2WD,4488
2005,Nissan,Pathfinder,SE2WD,4483
2004,Nissan,Pathfinder,LEPlatinum2WD,3985
2004,Nissan,Pathfinder,SE4WD,4131
2004,Nissan,Pathfinder,LEPlatinum4WD,4304
2004,Nissan,Pathfinder,SE2WD,3871
2003,Nissan,Pathfinder,LE2WDAutomatic,3985
2003,Nissan,Pathfinder,SE4WDAutomatic,4131
2003,Nissan,Pathfinder,LE4WDAutomatic,4304
2003,Nissan,Pathfinder,SE2WDAutomatic,3871
2002,Nissan,Pathfinder,LE2WDAutomatic,3985
2002,Nissan,Pathfinder,SE4WDManual,4225
2002,Nissan,Pathfinder,SE4WDAutomatic,4131
2002,Nissan,Pathfinder,LE4WDAutomaticPatrolEdtion,4304
2002,Nissan,Pathfinder,LE4WDAutomatic,4304
2002,Nissan,Pathfinder,SE2WDAutomatic,3871
2002,Nissan,Pathfinder,LE2WDAutomaticPatrolEdition,3985
2001,Nissan,Pathfinder,LE2WDAutomatic,3947
2001,Nissan,Pathfinder,LEAll-Mode4WDAutomatic,4157
2001,Nissan,Pathfinder,SE4WDManual,4158
2001,Nissan,Pathfinder,XE4WDAutomatic,4111
2001,Nissan,Pathfinder,SE4WDAutomatic,4162
2001,Nissan,Pathfinder,LE4WDAutomatic,4157
2001,Nissan,Pathfinder,SE2WDManual,3907
2001,Nissan,Pathfinder,XE2WDAutomatic,3886
2001,Nissan,Pathfinder,SE2WDAutomatic,3881
2000,Nissan,Pathfinder,LE2WDAutomatic,3947
2000,Nissan,Pathfinder,XE4WDAutomatic,4111
2000,Nissan,Pathfinder,XE2WDAutomatic,3886
2000,Nissan,Pathfinder,SE4WDManual,4158
2000,Nissan,Pathfinder,SE4WDAutomatic,4162
2000,Nissan,Pathfinder,SE2WDManual,3907
2000,Nissan,Pathfinder,SE2WDAutomatic,3881
2000,Nissan,Pathfinder,LE4WDAutomatic,4157
1999,Nissan,Pathfinder,4-DoorLE4WDAutomatic,4020
1999,Nissan,Pathfinder,99.54-DoorSE4WDManual,4158
1999,Nissan,Pathfinder,99.54-DoorXE4WDAutomatic,4111
1999,Nissan,Pathfinder,99.54-DoorSE4WDAutomatic,4162
1999,Nissan,Pathfinder,99.54-DoorLE4WDAutomatic,4157
1999,Nissan,Pathfinder,99.54-DoorSE2WDManual,3907
1999,Nissan,Pathfinder,99.54-DoorXE2WDAutomatic,3886
1999,Nissan,Pathfinder,99.54-DoorSE2WDAutomatic,3881
1999,Nissan,Pathfinder,99.54-DoorLE2WDAutomatic,3947
1999,Nissan,Pathfinder,4-DoorXE4WDManual,3960
1999,Nissan,Pathfinder,4-DoorXE2WDManual,3700
1999,Nissan,Pathfinder,4-DoorSE4WDManual,4050
1999,Nissan,Pathfinder,4-DoorXE2WDAutomatic,3720
1999,Nissan,Pathfinder,4-DoorLE2WDAutomatic,3775
1999,Nissan,Pathfinder,4-DoorXE4WDAutomatic,3980
1999,Nissan,Pathfinder,4-DoorSE4WDAutomatic,4065
1998,Nissan,Pathfinder,4-DoorLEAutomatic4WD,4145
1998,Nissan,Pathfinder,4-DoorXEManual,3800
1998,Nissan,Pathfinder,4-DoorXEManual4WD,4070
1998,Nissan,Pathfinder,4-DoorSEManual4WD,4230
1998,Nissan,Pathfinder,4-DoorXEAutomatic,3825
1998,Nissan,Pathfinder,4-DoorLEAutomatic,3895
1998,Nissan,Pathfinder,4-DoorXEAutomatic4WD,4095
1998,Nissan,Pathfinder,4-DoorSEAutomatic4WD,4250
1997,Nissan,Pathfinder,4-DoorLEAutomatic4WD,4145
1997,Nissan,Pathfinder,4-DoorXEManual,3800
1997,Nissan,Pathfinder,4-DoorXEManual4WD,4070
1997,Nissan,Pathfinder,4-DoorSEManual4WD,4230
1997,Nissan,Pathfinder,4-DoorXEAutomatic,3825
1997,Nissan,Pathfinder,4-DoorLEAutomatic,3895
1997,Nissan,Pathfinder,4-DoorXEAutomatic4WD,4095
1997,Nissan,Pathfinder,4-DoorSEAutomatic4WD,4250
2018,Nissan,Murano,AWD Platinum,4017
2018,Nissan,Murano,FWD SV,3783
2018,Nissan,Murano,FWD SL,3828
2018,Nissan,Murano,FWD S,3769
2018,Nissan,Murano,FWD Platinum,3872
2018,Nissan,Murano,AWD SV,3928
2018,Nissan,Murano,AWD SL,3973
2018,Nissan,Murano,AWD S,3914
2016,Nissan,Murano,FWD 4-DoorSV,3805
2016,Nissan,Murano,FWD 4-DoorSL,3847
2016,Nissan,Murano,FWD 4-DoorS,3790
2016,Nissan,Murano,FWD 4-DoorPlatinum,3887
2016,Nissan,Murano,AWD 4-DoorSV,3935
2016,Nissan,Murano,AWD 4-DoorSL,3977
2016,Nissan,Murano,AWD 4-DoorS,3920
2016,Nissan,Murano,AWD 4-DoorPlatinum,4017
2015,Nissan,Murano,AWD 4-DoorPlatinum,4017
2015,Nissan,Murano,FWD 4-DoorSV,3805
2015,Nissan,Murano,FWD 4-DoorSL,3847
2015,Nissan,Murano,FWD 4-DoorS,3790
2015,Nissan,Murano,FWD 4-DoorPlatinum,3887
2015,Nissan,Murano,AWD 4-DoorSV,3935
2015,Nissan,Murano,AWD 4-DoorSL,3977
2015,Nissan,Murano,AWD 4-DoorS,3920
2014,Nissan,Murano,AWD 2-DoorConvertible,4435
2014,Nissan,Murano,FWD 4-DoorSV,3949
2014,Nissan,Murano,FWD 4-DoorSL,3993
2014,Nissan,Murano,FWD 4-DoorLE,4025
2014,Nissan,Murano,AWD 4-DoorSV,4011
2014,Nissan,Murano,AWD 4-DoorSL,4123
2014,Nissan,Murano,AWD 4-DoorS,3971
2014,Nissan,Murano,AWD 4-DoorLE,4155
2013,Nissan,Murano,2WD4-DoorLE,4096
2013,Nissan,Murano,AWD 4-DoorSV,4043
2013,Nissan,Murano,AWD 4-DoorSL,4208
2013,Nissan,Murano,AWD 4-DoorS,4043
2013,Nissan,Murano,AWD 4-DoorLE,4250
2013,Nissan,Murano,2WD4-DoorSV,4043
2013,Nissan,Murano,2WD4-DoorSL,3982
2012,Nissan,Murano,2WD4-DoorLE,4096
2012,Nissan,Murano,AWD 4-DoorSV,4043
2012,Nissan,Murano,AWD 4-DoorSL,4208
2012,Nissan,Murano,AWD 4-DoorS,4043
2012,Nissan,Murano,AWD 4-DoorLE,4250
2012,Nissan,Murano,AWD 2-DoorConvertible,4438
2012,Nissan,Murano,2WD4-DoorSV,4043
2012,Nissan,Murano,2WD4-DoorSL,3982
2012,Nissan,Murano,2WD4-DoorS,3889
2011,Nissan,Murano,2WD4-DoorLE,4096
2011,Nissan,Murano,AWD 4-DoorSV,4043
2011,Nissan,Murano,AWD 4-DoorSL,4208
2011,Nissan,Murano,AWD 4-DoorS,4043
2011,Nissan,Murano,AWD 4-DoorLE,4250
2011,Nissan,Murano,AWD 2-DoorConvertible,4438
2011,Nissan,Murano,2WD4-DoorSV,4043
2011,Nissan,Murano,2WD4-DoorSL,3982
2010,Nissan,Murano,2WD4-DoorLE,3885
2010,Nissan,Murano,AWD 4-DoorSL,4030
2010,Nissan,Murano,AWD 4-DoorS,4009
2010,Nissan,Murano,AWD 4-DoorLE,4141
2010,Nissan,Murano,2WD4-DoorSL,3875
2010,Nissan,Murano,2WD4-DoorS,3855
2009,Nissan,Murano,2WD4-DoorS,3855
2009,Nissan,Murano,AWD 4-DoorSL,4030
2009,Nissan,Murano,AWD 4-DoorS,4009
2009,Nissan,Murano,AWD 4-DoorLE,4141
